date,ABEV3.SA,ALOS3.SA,ASAI3.SA,AURE3.SA,AXIA3.SA,AZZA3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BRAP4.SA,BRAV3.SA,BRKM5.SA,CEAB3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE3.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CURY3.SA,CXSE3.SA,CYRE3.SA,DIRR3.SA,EGIE3.SA,EMBJ3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,ISAE4.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LREN3.SA,MBRF3.SA,MGLU3.SA,MOTV3.SA,MRVE3.SA,MULT3.SA,NATU3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PRIO3.SA,PSSA3.SA,RADL3.SA,RAIL3.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMFT3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVA3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2018-01-16,15.48823,17.782473,,,12.817947,46.058754,5.877574,9.866504,11.59733,12.662328,13.80096,7.936794,3.793706,4.497248,,37.397549,,1.479374,,13.599464,12.913053,1.23585,8.480351,6.809055,6.303324,,,8.721765,1.075352,11.68458,19.629307,3.4975,17.174454,11.147748,17.537849,7.25074,2.723942,,26.72485,,7.785407,4.32821,16.215187,10.290921,21.425144,4.106268,20.779663,12.297136,11.002557,18.537106,32.584492,5.21423,4.562277,1.858972,1.796115,13.525544,14.613375,12.071676,,,18.84437,18.852186,5.298554,3.644715,,16.710054,8.842752,7.694098,9.485378,13.548811,8.587161,21.970562,,,,11.354747,8.540304,25.42313
2018-01-17,15.580173,17.484858,,,12.855163,47.474751,5.926883,10.10033,11.952518,12.978973,14.117685,7.790103,3.924522,4.586625,,37.086349,,1.455687,,13.988946,12.894374,1.211372,8.738341,6.895426,6.555939,,,8.795055,1.06679,11.859272,19.599758,3.49,17.21335,11.270432,17.639154,7.521513,2.826037,,26.732203,,7.750545,4.394799,16.482916,10.064614,21.96196,4.191943,20.800789,12.351037,11.180017,18.537106,33.374184,5.402928,4.745803,1.868197,1.797113,13.074479,14.837981,12.20371,,,19.34794,19.055893,5.5816,3.643467,,16.890562,8.873051,7.754542,9.443249,13.665565,8.736028,22.41205,,,,11.427482,8.491126,25.814257
2018-01-18,15.502376,17.819674,,,12.765841,47.614792,5.995914,10.031894,12.000806,12.964907,14.262076,7.720618,3.964773,4.553996,,36.813091,,1.429847,,13.940262,12.98154,1.205402,8.842369,6.886005,6.339413,,,8.703441,1.078776,11.898827,19.274738,3.4875,17.699608,11.0118,17.594839,7.290854,2.785199,,26.474947,,7.559948,4.416995,16.444168,10.42194,21.737803,4.094029,20.46018,12.243233,11.002557,19.093479,32.722691,5.394603,4.709614,1.863584,1.73721,13.121795,14.711102,12.156556,,,19.159105,18.922029,5.486733,3.657197,,18.050983,8.808125,7.73641,9.422184,13.749213,8.563658,22.261425,,,,11.427482,8.373103,25.696917
2018-01-19,15.558951,18.511627,,,13.026369,47.303596,6.133978,9.96631,12.069775,13.056386,14.294681,7.790103,4.06339,4.561088,,38.490555,,1.434154,,13.794205,12.825887,1.223312,8.815321,6.879725,6.423618,,,8.703441,1.078776,12.113072,19.383081,3.4875,18.367395,11.073142,17.582174,7.100307,2.683103,,26.651352,,7.634325,4.43179,16.57803,10.404072,21.578524,4.100148,20.264795,12.320236,11.002557,18.976482,33.857868,5.358528,4.719954,1.858972,1.759174,13.232196,14.625375,12.165986,,,18.875845,19.015156,5.506952,3.722103,,18.2229,8.799469,7.724321,9.674966,13.716101,8.955409,22.271818,,,,11.066503,8.487848,25.595226
2018-01-22,15.48823,18.303295,,,13.971713,47.926014,6.101927,10.000528,12.311169,13.235809,14.229472,7.797825,4.16402,4.529877,,39.492477,,1.41262,,13.721175,12.701363,1.216745,8.721696,6.94882,6.465721,,,8.642364,1.07364,12.096591,19.294436,3.45,18.581341,11.031694,17.398567,7.010051,2.703523,,26.577854,,7.758679,4.54277,16.990198,10.672067,21.478235,4.038952,20.330803,12.112329,10.825096,18.937483,34.430389,5.414029,4.774236,1.858972,1.697274,13.377291,14.63223,12.024523,,,18.506037,19.492426,5.513173,3.700883,,18.317451,8.847081,7.73641,9.837468,13.798003,8.814377,22.152355,,,,11.176952,8.392772,25.227571
2018-01-23,15.431652,17.670866,,,13.592087,45.872032,6.060015,10.043306,12.318073,13.295623,14.34592,7.689736,4.244521,4.358217,,38.315979,,1.408313,,13.331692,12.583064,1.222118,8.861095,6.92055,6.171004,,,8.526319,1.063365,11.809833,19.136848,3.375,18.607277,10.890772,16.936375,6.874662,2.617761,,26.291195,,7.594813,4.483581,16.926785,10.624421,21.006319,3.916559,19.739363,12.02763,10.676027,18.591703,34.252708,5.366854,4.714784,1.826681,1.728823,13.411989,14.20873,11.685005,,,17.868713,19.515705,5.440078,3.740826,,18.111151,8.795143,7.651792,9.783299,13.871192,8.399121,21.258993,,,,11.176952,8.150167,24.44532
2018-01-24,15.481159,17.856876,,,14.552315,45.802006,6.378055,10.833194,13.169848,14.002796,14.816348,7.566205,4.306911,4.4405,,38.604412,,1.453534,,13.445292,12.869469,1.259731,9.196064,7.124698,6.53188,,,8.856134,1.0959,12.096591,19.501266,3.425,19.190777,11.238934,17.88608,7.090279,2.744361,,26.813049,,7.666866,4.775827,17.744055,10.672067,21.973759,4.204182,21.384308,12.281735,10.839292,18.875088,36.621773,5.724829,4.999117,1.87281,1.827065,13.683254,14.48649,12.477209,,,19.017469,20.458614,5.5816,3.906835,,17.956434,8.907678,7.82707,9.981915,14.116905,8.853553,21.700478,,,,11.85312,8.163281,25.42313
2018-01-25,15.481159,17.856876,,,14.552315,45.802006,6.378055,10.833194,13.169848,14.002796,14.816348,7.566205,4.306911,4.4405,,38.604412,,1.453534,,13.445292,12.869469,1.259731,9.196064,7.124698,6.53188,,,8.856134,1.0959,12.096591,19.501266,3.425,19.190777,11.238934,17.88608,7.090279,2.744361,,26.813049,,7.666866,4.775827,17.744055,10.672067,21.973759,4.204182,21.384308,12.281735,10.839292,18.875088,,5.724829,4.999117,1.87281,1.827065,13.683254,14.48649,12.477209,,,19.017469,20.458614,5.5816,3.906835,,17.956434,8.907678,7.82707,9.981915,14.116905,8.853553,21.700478,,,,11.85312,8.163281,25.42313
2018-01-26,15.47409,18.221455,,,15.073371,45.794235,6.496396,11.169678,13.776786,14.495366,15.137737,7.496721,4.427666,4.413546,,38.202126,,1.599964,,13.299236,13.012669,1.283613,9.410362,7.185944,6.543911,,,9.222593,1.113023,12.132848,19.491419,3.425,19.450113,11.305248,18.107674,7.491426,2.805618,,26.460241,,7.765651,4.97559,18.635313,10.612508,22.54006,4.136866,21.862217,12.320236,10.945768,19.298868,36.078861,6.024528,5.151626,1.905101,1.776746,13.76842,14.695671,13.184534,,,19.709867,21.354946,5.629812,3.972989,,17.698559,8.85574,8.09301,10.126365,14.057653,8.939738,21.518684,,,,11.718422,8.199347,26.361835
2018-01-29,15.445804,18.675312,,,15.051039,45.125137,6.506258,11.106947,13.380215,14.073174,14.532227,7.504441,4.377352,4.449011,,38.391884,,1.617191,,13.023353,13.224359,1.301523,9.497746,7.159245,6.447677,,,9.161517,1.121585,12.073522,19.747496,3.4625,19.424183,11.356644,18.11401,7.330966,2.748445,,26.423498,,7.814464,4.846116,18.209049,10.719708,22.044546,4.155226,22.337481,12.081531,10.903179,18.979086,35.338531,6.024528,5.130947,1.932777,1.807097,13.752649,14.488206,12.920465,,,19.780687,20.790371,5.684244,4.016676,,17.595411,8.85574,8.044659,9.900663,13.843312,9.049427,21.757612,,,,11.718422,7.937069,26.142803
2018-01-30,15.467011,18.154484,,,14.887276,45.125137,6.459414,11.064174,13.449179,14.213902,14.536881,7.496721,4.246534,4.409289,,38.323574,,1.623652,,13.063925,13.280396,1.297941,9.233515,7.203218,6.513838,,,9.094333,1.113023,12.014191,19.944481,3.45,19.44363,11.439539,18.550871,7.381111,2.789284,,26.313244,,7.738921,4.875711,18.138599,10.76735,22.121231,4.191943,22.353321,12.104633,10.825096,18.877689,35.042397,5.877453,5.037892,1.918939,1.747793,13.733723,14.573936,12.826157,,,19.513168,20.749624,5.73712,3.964252,,18.102558,8.808125,7.953994,9.804365,13.932186,9.072932,21.539465,,,,11.715724,7.868223,26.369656
2018-01-31,15.523593,18.147045,,,15.132919,46.502228,6.429829,11.315112,13.56298,14.337036,14.49031,7.434954,4.256598,4.439081,,37.503811,,1.615038,,13.185639,13.35511,1.29615,9.079554,7.082297,6.61007,,,9.149301,1.121585,11.846089,19.717951,3.46,19.774282,11.60533,18.994066,7.220651,2.809704,,26.710155,,7.815625,4.901607,18.409866,10.606555,22.333597,4.167464,22.32692,12.066132,10.754111,18.859489,34.469872,5.910753,5.092174,1.928164,1.763168,13.935596,14.476205,13.458034,,,20.284252,20.86021,5.657806,3.918068,,17.758728,8.721559,8.159496,9.780292,14.209258,9.292313,21.529074,,,,11.731891,7.76987,27.417866
2018-02-01,15.771914,18.228891,,,15.185021,46.004299,6.476671,11.346479,13.1733,13.957059,14.867586,7.543043,4.256598,4.490154,,37.116707,,1.649492,,13.36415,13.560573,1.304508,9.154453,7.110566,6.688261,,,9.485224,1.121585,11.89553,20.092215,3.5725,20.351305,11.719725,18.76614,7.330966,2.842373,,27.342255,,7.856301,4.886807,18.503241,10.547001,22.233311,4.161345,22.670164,11.99683,10.825096,19.218273,34.548843,6.141079,5.304131,1.905101,1.769758,14.415051,14.176152,13.344861,,,20.040342,21.302563,5.654695,3.9655,,18.076769,8.782157,8.141362,9.810387,14.263284,9.166953,21.705669,,,,11.85312,7.704305,28.153187
2018-02-02,15.615829,17.968485,,,14.73096,44.004787,6.410105,11.192495,12.851494,13.523751,14.788404,7.550765,4.226409,4.397939,,37.040802,,1.604271,,13.218092,13.404919,1.292568,9.156533,7.017914,6.477749,,,9.405826,1.121585,11.865864,20.978638,3.55,20.066036,11.490934,18.690157,7.305896,2.838289,,27.055607,,7.876057,4.809123,18.270674,10.505313,21.979654,4.063431,22.142088,11.634923,10.789601,19.171471,34.05529,5.977355,5.161964,1.863584,1.727226,13.872516,13.980693,12.967621,,,19.985262,21.186157,5.508506,4.019172,,18.2229,8.769172,8.068832,9.705059,14.104702,9.245302,21.191462,,,,11.880053,7.45842,27.738592
2018-02-05,15.381697,17.484858,,,14.73096,43.421268,6.141374,10.858858,12.565133,13.305511,14.555516,7.543043,4.218359,4.33268,,36.797909,,1.550436,,12.796153,13.386239,1.247194,9.081633,6.892286,6.104842,,,9.137087,1.083914,11.701061,20.60437,3.5,19.968786,11.356644,17.810102,6.889708,2.69127,,26.445541,,7.688948,4.661149,17.629345,10.570824,21.218683,4.002234,21.289259,11.457819,10.647634,18.7061,33.759155,5.708178,4.921574,1.803618,1.686891,13.594935,13.956689,12.741277,,,19.670538,20.324739,5.357653,3.916821,,18.102558,8.67395,7.875423,9.53353,13.827631,8.900562,20.957733,,,,12.068624,7.376462,27.081501
2018-02-06,15.339127,17.484858,,,15.549763,42.651039,6.161098,11.335069,12.930846,13.622304,14.867586,7.334587,4.166031,4.490154,,37.002853,,1.625805,,12.723126,13.573027,1.266896,9.248076,6.95824,6.339413,,,9.118763,1.047954,11.849384,21.668077,3.4625,20.11142,11.51083,17.715128,7.305896,2.756613,,26.313244,,7.726137,4.842415,18.263613,10.570824,21.448744,4.100148,21.555931,11.581023,10.690223,18.277122,34.460003,5.994004,5.167134,1.812844,1.607219,13.904058,13.876106,12.901605,,,19.42662,21.063934,5.41675,4.001697,,17.982216,8.717231,8.425432,9.214539,13.940898,9.166953,22.058863,,,,12.453849,7.599391,27.652546
2018-02-07,15.339127,17.4923,,,15.676307,41.592926,6.082205,11.346479,12.609986,13.418149,14.555516,7.195614,4.357227,4.410708,,36.797909,,1.621498,,12.585185,13.927916,1.25197,9.229353,6.917413,6.116872,,,9.021042,1.04453,11.790057,21.362753,3.48,20.526354,11.620251,17.791107,7.050166,2.723942,,26.423498,,7.761003,4.742535,17.8302,10.86093,20.73497,3.977756,20.858879,11.219114,10.548256,18.19912,34.548843,5.821952,5.024968,1.771328,1.597434,14.257336,13.948117,12.637537,,,19.497433,20.662317,5.366983,4.009186,,17.965025,8.725889,8.564446,8.937683,13.923473,9.088602,21.664122,,,,12.286838,7.507596,27.769882
2018-02-08,15.367505,17.484858,,,16.108032,40.690418,6.03043,10.990031,12.237384,13.252707,14.178237,7.056645,4.357227,4.35396,,35.32539,,1.57197,,12.171356,13.896785,1.24182,9.012976,6.862449,6.038682,,,8.990501,1.034256,11.595588,21.274113,3.5225,20.072515,11.505856,17.879747,6.899733,2.674934,,25.989841,,7.555298,4.698143,17.742111,10.518334,20.516699,3.928799,20.066767,11.334619,10.633438,17.814341,33.660442,5.647129,4.924157,1.789779,1.557498,13.522388,13.862387,12.260298,,,19.245646,20.563377,5.283003,3.963003,,17.088264,8.561413,8.298508,9.08815,13.62723,8.877057,21.601789,,,,12.055157,7.287941,26.79207
2018-02-09,15.246893,17.685749,,,15.720965,41.390636,5.914555,10.784714,12.192531,13.101341,14.257418,7.033483,4.288798,4.422057,,34.141296,,1.56551,,12.220042,13.747357,1.240626,9.03378,6.802776,5.948462,,,8.886672,1.018845,11.519778,21.116526,3.49,20.09845,11.401407,17.949389,7.035121,2.703523,,26.349993,,7.523919,4.690745,17.78791,10.350039,19.566965,3.928799,19.509649,11.334619,10.590846,17.611553,33.275471,5.574978,4.851781,1.729812,1.551109,13.276356,13.690929,12.128263,,,18.797161,20.243254,5.185026,4.007938,,17.122646,8.505144,8.177627,8.979813,13.468651,8.798706,21.814745,,,,12.152139,7.18631,26.119333
2018-02-14,15.779008,17.447657,,,16.026154,42.316471,6.025497,11.280894,12.558233,13.580061,14.462359,7.218778,4.498107,4.727076,,34.991413,,1.619345,,12.747469,13.809619,1.295553,8.9568,6.978656,6.465721,,,9.082118,1.035968,11.677991,21.421848,3.54,20.487457,11.598697,18.690157,7.501458,2.801535,,27.158508,,7.740082,4.842415,18.556099,10.398122,19.997593,3.837005,19.72352,11.149812,10.945768,18.118526,33.048431,5.655454,4.975855,1.771328,1.635373,13.629631,14.114429,12.430055,,,19.662661,20.959164,5.505395,4.2064,,17.466476,8.82544,8.673241,9.091158,13.656855,9.378497,23.118439,,,,12.362261,7.507596,26.70602
2018-02-15,15.821581,17.522057,,,15.959161,42.285351,6.190683,11.377851,12.64104,13.636394,14.564831,7.326867,4.558484,4.932786,,34.710571,,1.70548,,12.990893,13.896785,1.283613,9.031701,7.028908,6.351442,,,9.143193,1.030831,11.849384,21.559738,3.5,20.422621,11.580461,18.500217,7.521513,2.875045,,27.195257,,7.709866,4.842415,18.55962,10.518334,20.646482,3.800287,20.914326,11.280717,10.910276,17.926136,32.870754,5.752579,5.014627,1.812844,1.628185,13.658022,14.119574,12.590381,,,19.395144,21.174519,5.502286,4.181437,,17.440689,8.916334,8.516095,9.030972,13.766639,9.503858,23.866371,,,,12.391893,7.674797,26.596504
2018-02-16,15.913815,17.484858,,,15.966607,42.013058,6.296697,11.491909,12.578938,13.611752,14.788404,7.265102,4.548422,4.954065,,33.412624,,1.742087,,12.771811,13.996405,1.280627,8.925591,6.95667,6.393546,,,9.161517,1.049666,12.109772,21.796114,3.5,20.487457,11.628539,18.341934,7.987845,3.038399,,27.070307,,7.623866,4.957094,18.707949,10.530352,20.404619,3.726852,20.755899,11.288418,10.967063,17.770145,33.18663,5.749804,5.019797,1.794392,1.640365,13.629631,14.050988,12.57152,,,19.473831,21.325844,5.552052,4.153976,,18.343239,8.937975,8.516095,9.043009,13.723074,9.496021,23.907925,,,,11.995892,7.497762,26.221027
2018-02-19,15.849959,17.708065,,,15.944276,43.250103,6.286835,11.300857,12.558233,13.544867,14.103712,7.303704,4.558484,4.999464,,34.0578,,1.750701,,12.812383,14.295257,1.301523,9.289689,7.003782,6.453691,,,9.179839,1.058228,12.136143,22.259024,3.5,20.733824,11.623567,18.019037,8.388992,3.173167,,27.31286,,7.641299,4.945997,18.560726,10.49429,20.345631,3.781928,21.719637,11.434721,11.066442,17.798737,34.193481,5.910753,5.182642,1.858972,1.622993,13.563394,14.044131,12.590381,,,19.615456,21.296745,5.561383,4.138998,,18.987919,8.842752,8.33477,9.012914,13.716101,9.511693,24.126072,,,,11.952789,7.530545,26.424412
2018-02-20,16.112465,17.484858,,,17.031046,43.071163,6.373125,11.634486,12.861842,13.95671,14.154948,7.157012,4.538358,4.918599,,34.945873,,1.71194,,13.250551,14.257902,1.313464,9.689156,7.035187,6.273252,,,9.240918,1.051379,12.449271,22.130985,3.495,20.74679,11.854017,17.974716,8.098166,3.115993,,27.187906,,7.716841,5.145761,19.017101,10.60849,20.445917,3.708493,21.91238,11.465521,10.988359,17.972929,34.104645,6.016204,5.283453,1.845133,1.63717,13.34259,14.102427,12.599812,,,19.969521,21.093029,5.662471,4.193919,,19.6154,8.994245,8.461698,9.419174,13.710876,9.480355,23.637835,,,,11.855808,7.52399,26.526106
2018-02-21,15.892526,17.410458,,,17.380894,42.207558,6.572824,11.725741,13.106797,14.030623,14.369207,7.180175,4.588672,4.85192,,35.378521,,1.681793,,13.445292,14.575434,1.319434,9.945063,7.093291,6.23115,,,9.418038,1.041105,12.541557,22.03249,3.475,21.343258,11.779412,17.962059,8.173378,3.201755,,27.24671,,7.716841,5.234545,19.267378,10.686625,20.587488,3.794167,21.001459,11.742724,10.959966,18.032728,33.788765,5.949605,5.23434,1.863584,1.550709,13.658022,14.042418,13.061933,,,19.867237,21.349129,5.69202,4.12402,,19.598213,9.089468,8.516095,9.328894,13.686481,9.519527,23.26906,,,,11.659158,7.487926,26.064581
2018-02-22,15.906715,17.410458,,,17.782854,44.004787,6.486534,12.090747,13.2448,14.115098,14.229472,7.095248,4.608799,4.887388,,35.401287,,1.733474,,13.234323,14.755993,1.313464,9.795264,7.163957,6.152958,,,9.393607,1.032543,12.591001,22.052193,3.4625,21.362707,11.903753,18.025366,8.078104,3.193587,,27.195257,,7.728462,5.319627,19.374105,10.710666,21.372061,3.732971,21.497843,11.319215,10.860586,18.108122,34.489616,6.127204,5.360999,1.822069,1.547315,13.528698,14.059563,12.967621,,,20.284252,21.680885,5.741786,4.146488,,19.03949,9.067825,8.443564,9.575657,13.703904,9.409838,23.720934,,,,11.59989,7.537103,26.432234
2018-02-23,15.587445,17.484858,,,18.53466,43.958099,6.659114,12.090747,13.227546,14.245335,14.305271,7.226499,4.64905,4.939878,,36.205864,,1.776542,,12.999008,14.992589,1.373764,9.566404,7.011633,6.171004,,,9.552409,1.047954,12.854687,22.259024,3.465,21.719296,11.718067,18.170992,8.333838,3.230342,,27.165863,,7.706379,5.288298,19.506611,10.933057,21.460545,3.720732,22.968527,11.342318,10.88898,18.615103,35.338531,6.285378,5.459224,1.877423,1.587051,13.815735,13.860672,13.448603,,,20.606852,22.158157,5.842873,4.203904,,19.03949,9.093793,8.600711,9.584686,13.813689,9.558703,23.933893,,,,11.704949,7.819048,26.831182
